time_ms,x,y,action
19350,31.80847955710874,-54.264235636490746,arc
19400,31.339745962154247,-55.000000000001215,arc
19450,30.93692212963211,-55.77381738259423,arc
19500,30.6030737921395,-56.57979856674455,arc
19550,30.34074173710788,-57.411809548976045,arc
19600,30.15192246987646,-58.263518223331964,arc
19650,30.038053019081065,-59.128442572524705,arc
19700,29.999999999998504,-60.00000000000131,arc
19750,29.999999999998316,-70.00000000000156,forward
19800,29.99999999999825,-73.53553390593439,forward-B-start
19850,33.53553390593115,-70.00000000000162,arc-B
19900,29.999999999998323,-70.00000000000155,forward-B-end
19950,19.999999999998067,-70.00000000000135,forward
20000,16.464466094065237,-70.00000000000128,forward-B-start
20050,19.999999999997996,-73.53553390593419,arc-B
20100,19.999999999998067,-70.00000000000136,forward-B-end
20150,19.99999999999827,-60.00000000000111,forward
20200,19.99999999999834,-56.46446609406828,forward-B-start
20250,16.46446609406544,-60.00000000000104,arc-B
20300,19.99999999999827,-60.00000000000111,forward-B-end
20350,29.999999999998536,-60.000000000001315,forward
20400,30.871557427475143,-59.96194698091879,arc
20450,31.73648177666789,-59.848077530123426,arc
20500,32.58819045102382,-59.65925826289204,arc
20550,33.42020143325533,-59.39692620786045,arc
20600,34.22618261740566,-59.06307787036788,arc
20650,34.9999999999987,-58.66025403784577,arc
20700,35.73576436350919,-58.1915204428913,arc
20750,36.42787609686415,-57.660444431191166,arc
20800,37.07106781186427,-57.07106781186686,arc
20850,37.6604444311886,-56.427876096866775,arc
20900,38.191520442888766,-55.735764363511834,arc
20950,38.660254037843266,-55.000000000001364,arc
21000,39.063077870365404,-54.22618261740835,arc
21050,39.396926207858016,-53.42020143325803,arc
21100,39.65925826288964,-52.588190451026534,arc
21150,39.84807753012106,-51.73648177667061,arc
21200,39.96194698091646,-50.87155742747787,arc
21250,39.99999999999902,-50.000000000001265,arc
21300,39.99999999999923,-40.000000000000995,forward
21350,39.96194698091671,-39.128442572524385,arc
21400,39.84807753012135,-38.26351822333164,arc
21450,39.65925826288996,-37.411809548975704,arc
21500,39.39692620785838,-36.579798566744195,arc
21550,39.0630778703658,-35.77381738259386,arc
21600,38.66025403784369,-35.000000000000824,arc
21650,38.19152044288923,-34.26423563649033,arc
21700,37.66044443118909,-33.57212390313537,arc
21750,37.071067811864786,-32.928932188135256,arc
21800,36.4278760968647,-32.33955556881092,arc
21850,35.73576436350976,-31.808479557110754,arc
21900,34.99999999999929,-31.339745962156258,arc
21950,34.22618261740627,-30.936922129634116,arc
22000,33.420201433255954,-30.603073792141505,arc
22050,32.58819045102446,-30.34074173710988,arc
22100,31.736481776668537,-30.151922469878457,arc
22150,30.871557427475793,-30.03805301908306,arc
22200,29.999999999999186,-30.000000000000494,arc
22250,19.999999999998906,-30.000000000000274,forward
22300,16.46446609406607,-30.000000000000195,forward-B-start
22350,19.99999999999883,-33.53553390593311,arc-B
22400,19.999999999998913,-30.00000000000027,forward-B-end
22450,19.99999999999914,-19.999999999999986,forward
22500,19.961946980916615,-19.12844257252338,arc
22550,19.848077530121255,-18.26351822333063,arc
22600,19.65925826288987,-17.4118095489747,arc
22650,19.396926207858282,-16.57979856674319,arc
22700,19.063077870365706,-15.773817382592853,arc
22750,18.6602540378436,-14.999999999999815,arc
22800,18.191520442889136,-14.264235636489323,arc
22850,17.660444431189,-13.572123903134358,arc
22900,17.07106781186469,-12.928932188134244,arc
22950,16.427876096864605,-12.339555568809907,arc
23000,15.735764363509665,-11.808479557109738,arc
23050,14.999999999999194,-11.33974596215524,arc
23100,14.226182617406176,-10.936922129633096,arc
23150,13.420201433255853,-10.603073792140483,arc
23200,12.588190451024355,-10.340741737108857,arc
23250,11.73648177666843,-10.151922469877434,arc
23300,10.871557427475686,-10.038053019082035,arc
23350,9.99999999999908,-9.999999999999469,arc
23400,-1.2114753644709708e-12,-9.999999999999234,forward
23450,-0.8715574274778195,-10.03805301908176,arc
23500,-1.7364817766705691,-10.151922469877118,arc
23550,-2.5881904510265024,-10.340741737108502,arc
23600,-3.4202014332580126,-10.603073792140089,arc
23650,-4.226182617408351,-10.936922129632665,arc
23700,-5.000000000001388,-11.339745962154772,arc
23750,-5.735764363511882,-11.808479557109237,arc
23800,-6.4278760968668465,-12.339555568809374,arc
23850,-7.071067811866961,-12.92893218813368,arc
23900,-7.6604444311913,-13.572123903133768,arc
23950,-8.19152044289147,-14.264235636488708,arc
24000,-8.66025403784597,-14.99999999999918,arc
24050,-9.063077870368113,-15.773817382592199,arc
24100,-9.396926207860727,-16.57979856674252,arc
24150,-9.659258262892353,-17.41180954897402,arc
24200,-9.848077530123776,-18.263518223329946,arc
24250,-9.961946980919175,-19.12844257252269,arc
24300,-10.00000000000174,-19.999999999999297,arc
24350,-10.000000000001979,-29.999999999999595,forward
24400,-10.000000000002062,-33.53553390593244,forward-B-start
24450,-6.464466094069133,-29.999999999999673,arc-B
24500,-10.000000000001977,-29.999999999999584,forward-B-end
24550,-20.00000000000228,-29.99999999999934,forward
24600,-20.87155742747889,-30.038053019081865,arc
24650,-21.736481776671642,-30.15192246987722,arc
24700,-22.588190451027575,-30.3407417371086,arc
24750,-23.420201433259088,-30.603073792140187,arc
24800,-24.226182617409428,-30.936922129632762,arc
24850,-25.00000000000247,-31.33974596215487,arc
24900,-25.735764363512963,-31.808479557109333,arc
24950,-26.42787609686793,-32.33955556880947,arc
25000,-27.071067811868048,-32.92893218813378,arc
25050,-27.66044443119239,-33.572123903133864,arc
25100,-28.19152044289256,-34.264235636488806,arc
25150,-28.66025403784706,-34.999999999999275,arc
25200,-29.063077870369206,-35.77381738259229,arc
25250,-29.39692620786182,-36.57979856674262,arc
25300,-29.65925826289345,-37.41180954897412,arc
25350,-29.848077530124872,-38.263518223330045,arc
25400,-29.96194698092027,-39.12844257252279,arc
25450,-30.00000000000284,-39.9999999999994,arc
25500,-30.000000000003087,-49.999999999999716,forward
25550,-29.961946980920562,-50.871557427476326,arc
25600,-29.848077530125206,-51.73648177666908,arc
25650,-29.659258262893825,-52.588190451025014,arc
25700,-29.39692620786224,-53.42020143325652,arc
25750,-29.063077870369664,-54.22618261740686,arc
25800,-28.660254037847558,-54.9999999999999,arc
25850,-28.191520442893093,-55.7357643635104,arc
25900,-27.660444431192957,-56.42787609686537,arc
25950,-27.071067811868648,-57.07106781186548,arc
26000,-26.42787609686856,-57.66044443118982,arc
26050,-25.735764363513617,-58.191520442889995,arc
26100,-25.000000000003144,-58.660254037844496,arc
26150,-24.226182617410124,-59.06307787036664,arc
26200,-23.4202014332598,-59.39692620785926,arc
26250,-22.588190451028296,-59.65925826289089,arc
26300,-21.73648177667237,-59.84807753012231,arc
26350,-20.871557427479623,-59.96194698091771,arc
26400,-20.000000000003013,-60.00000000000028,arc
26450,-10.000000000002686,-60.00000000000053,forward
26500,-6.464466094069833,-60.000000000000625,forward-B-start
26550,-10.000000000002595,-56.46446609406768,arc-B
26600,-10.000000000002688,-60.00000000000053,forward-B-end
26650,-10.000000000002949,-70.00000000000087,forward
26700,-10.000000000003041,-73.53553390593372,forward-B-start
26750,-6.464466094070093,-70.00000000000097,arc-B
26800,-10.000000000002947,-70.00000000000087,forward-B-end
26850,-20.000000000003276,-70.0000000000006,forward
26900,-23.53553390593613,-70.0000000000005,forward-B-start
26950,-20.00000000000337,-73.53553390593345,arc-B
27000,-20.000000000003272,-70.0000000000006,forward-B-end
27050,-20.000000000002995,-60.00000000000026,forward
27100,-20.038053019085517,-59.12844257252365,arc
27150,-20.151922469880873,-58.2635182233309,arc
27200,-20.340741737112253,-57.41180954897496,arc
27250,-20.60307379214384,-56.57979856674344,arc
27300,-20.93692212963641,-55.7738173825931,arc
27350,-21.339745962158517,-55.00000000000006,arc
27400,-21.80847955711298,-54.26423563648956,arc
27450,-22.339555568813118,-53.57212390313459,arc
27500,-22.928932188137427,-52.92893218813447,arc
27550,-23.572123903137516,-52.33955556881013,arc
27600,-24.264235636492458,-51.808479557109955,arc
27650,-25.00000000000293,-51.33974596215545,arc
27700,-25.77381738259595,-50.9369221296333,arc
27750,-26.579798566746277,-50.603073792140684,arc
27800,-27.41180954897778,-50.340741737109056,arc
27850,-28.26351822333371,-50.151922469877626,arc
27900,-29.128442572526456,-50.03805301908222,arc
27950,-30.000000000003066,-49.99999999999965,arc
28000,-40.00000000000341,-49.999999999999375,forward
28050,-40.87155742748002,-50.03805301908189,arc
28100,-41.736481776672775,-50.15192246987725,arc
28150,-42.588190451028716,-50.34074173710863,arc
28200,-43.42020143326023,-50.603073792140215,arc
28250,-44.22618261741058,-50.93692212963279,arc
28300,-45.000000000003624,-51.33974596215489,arc
28350,-45.73576436351412,-51.80847955710936,arc
28400,-46.42787609686909,-52.339555568809494,arc
28450,-47.07106781186921,-52.9289321881338,arc
28500,-47.660444431193554,-53.572123903133885,arc
28550,-48.19152044289373,-54.26423563648883,arc
28600,-48.66025403784824,-54.999999999999304,arc
28650,-49.06307787037039,-55.77381738259233,arc
28700,-49.39692620786301,-56.57979856674265,arc
28750,-49.659258262894646,-57.411809548974155,arc
28800,-49.848077530126076,-58.26351822333008,arc
28850,-49.96194698092148,-59.12844257252283,arc
28900,-50.00000000000405,-59.99999999999944,arc
28950,-50.000000000004334,-69.9999999999998,forward
29000,-50.000000000004434,-73.53553390593267,forward-B-start
29050,-46.46446609407147,-69.99999999999991,arc-B
29100,-50.000000000004334,-69.99999999999982,forward-B-end
29150,-60.00000000000469,-69.99999999999953,forward
29200,-63.535533905937555,-69.99999999999943,forward-B-start
29250,-60.00000000000479,-73.5355339059324,arc-B
29300,-60.00000000000468,-69.99999999999953,forward-B-end
29350,-60.000000000004384,-59.999999999999176,forward
29400,-60.00000000000428,-56.46446609406631,forward-B-start
29450,-63.53553390593725,-59.99999999999907,arc-B
29500,-60.000000000004384,-59.999999999999176,forward-B-end
29550,-50.00000000000402,-59.99999999999948,forward
29600,-49.128442572527405,-59.96194698091696,arc
29650,-48.26351822333465,-59.848077530121614,arc
29700,-47.41180954897871,-59.65925826289023,arc
29750,-46.57979856674719,-59.39692620785865,arc
29800,-45.773817382596846,-59.06307787036608,arc
29850,-45.0000000000038,-58.66025403784398,arc
29900,-44.2642356364933,-58.19152044288951,arc
29950,-43.57212390313832,-57.660444431189376,arc
30000,-42.9289321881382,-57.07106781186507,arc
30050,-42.33955556881385,-56.427876096864985,arc
30100,-41.80847955711367,-55.73576436351004,arc
30150,-41.339745962159164,-54.99999999999957,arc
30200,-40.93692212963701,-54.22618261740654,arc
30250,-40.60307379214439,-53.42020143325622,arc
30300,-40.34074173711276,-52.588190451024715,arc
30350,-40.15192246988133,-51.73648177666878,arc
30400,-40.03805301908592,-50.871557427476034,arc
30450,-40.00000000000335,-49.999999999999424,arc
30500,-40.000000000003034,-39.999999999999055,forward
30550,-40.03805301908555,-39.12844257252244,arc
30600,-40.1519224698809,-38.26351822332968,arc
30650,-40.34074173711228,-37.41180954897374,arc
30700,-40.60307379214387,-36.57979856674223,arc
30750,-40.936922129636436,-35.77381738259188,arc
30800,-41.33974596215854,-34.999999999998835,arc
30850,-41.808479557113,-34.26423563648833,arc
30900,-42.33955556881314,-33.57212390313335,arc
30950,-42.928932188137445,-32.928932188133224,arc
31000,-43.57212390313753,-32.339555568808876,arc
31050,-44.26423563649247,-31.808479557108697,arc
31100,-45.00000000000295,-31.339745962154186,arc
31150,-45.77381738259597,-30.936922129632034,arc
31200,-46.5797985667463,-30.603073792139412,arc
31250,-47.4118095489778,-30.340741737107777,arc
31300,-48.26351822333373,-30.151922469876347,arc
31350,-49.12844257252648,-30.03805301908094,arc
31400,-50.0000000000031,-29.999999999998366,arc
31450,-60.00000000000348,-29.99999999999805,forward
31500,-63.535533905936354,-29.99999999999794,forward-B-start
31550,-60.00000000000359,-33.535533905930926,arc-B
31600,-60.000000000003475,-29.999999999998053,forward-B-end
31650,-60.000000000003155,-19.999999999997666,forward
31700,-60.00000000000304,-16.464466094064793,forward-B-start
31750,-63.53553390593604,-19.999999999997552,arc-B
